Project Universal ID,Project Name,Builders,Parent Builder,Status,Master Plan Name,Master Plan Developer Name,Plan Name,Bedrooms,Bathrooms,Floors,Garages,Unit Size,Current List Price,Last Update Date,Plan Universal ID,Period,Period Price,Active Adult,ZIP Code,City,County,County Code,CBSA,CBSA Code,State,School District,School Attendance Zone (Elementary),School Ratings (Elementary),School Attendance Zone (Middle),School Ratings (Middle),School Attendance Zone (High),School Ratings (High),Boundary Names,Latitude,Longitude
aAf2T000001MbYBSA0,Waterfront of West Clay/Island,Shoopman Homes,,Active,,,Bluebird,5,5.50,2,3,3820,1086900,5/25/2026,aAa2T000000okiwSAA,5/14/2022,851900.00,Non Active Adult,46077,Zionsville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Carmel Clay Schools,West Clay Elementary,9,Creekside Middle School,10,Carmel High School,10,,39.95694,-86.23909
aAf2T000001MbYBSA0,Waterfront of West Clay/Island,Shoopman Homes,,Active,,,Bluebird,5,5.50,2,3,3820,1086900,5/25/2026,aAa2T000000okiwSAA,12/6/2021,821900.00,Non Active Adult,46077,Zionsville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Carmel Clay Schools,West Clay Elementary,9,Creekside Middle School,10,Carmel High School,10,,39.95694,-86.23909
aAf2T000001MbYBSA0,Waterfront of West Clay/Island,Shoopman Homes,,Active,,,Owl,3,3.50,1,3,2860,998900,5/25/2026,aAa2T000000okihSAA,7/5/2023,838900.00,Non Active Adult,46077,Zionsville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Carmel Clay Schools,West Clay Elementary,9,Creekside Middle School,10,Carmel High School,10,,39.95694,-86.23909
aAf2T000001MbYBSA0,Waterfront of West Clay/Island,Shoopman Homes,,Active,,,Eagle,4,4.50,2,3,4966,1345900,5/25/2026,aAa2T000000okjBSAQ,2/18/2025,1164900.00,Non Active Adult,46077,Zionsville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Carmel Clay Schools,West Clay Elementary,9,Creekside Middle School,10,Carmel High School,10,,39.95694,-86.23909
aAf3x000001WmIACA0,Belle Crest,Drees Homes,,Active,,,LUCERNE,2,2.00,1,2,1511,353900,5/7/2026,aAa3x000000YX3PCAW,2/9/2026,353900.00,Non Active Adult,46062,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Washington Woods Elementary School,9; 7,Westfield Middle School,9,Westfield High School,10,,40.05909,-86.10203
aAf3x000001WrROCA0,Wood Preserve,Arbor Homes,Clayton Properties Group,Active,,,Ashton,3,2.00,1,2,1354,245995,5/28/2026,aAa3x000000Yfk3CAC,7/29/2025,245995.00,Non Active Adult,46181,Trafalgar,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Nineveh-Hensley-Jackson United,Indian Creek Intermediate School; Indian Creek Elementary School,7; 0,Indian Creek Middle School,7,Indian Creek Sr High School,6,,39.41924,-86.15678
aAf3x000001QNelCAG,Hampton Walk/ Maple and Designer,Fischer Homes,,Active,,,Charles,3,2.50,2,2,2457,453990,5/13/2026,aAa3x000000ZrvpCAC,2/20/2025,464990.00,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88787,-85.91986
aAf3x000001QWY8CAO,Scottsdale Estates,Silverthorne Homes,Clayton Properties Group,Active,,,Taylor,3,2.50,1,2,2001,362995,3/23/2026,aAa3x000000ZasiCAC,9/9/2024,356995.00,Non Active Adult,46143,Bargersville,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Sugar Grove Elementary School,6,Center Grove Middle School North,8,Center Grove High School,10,,39.59260,-86.13997
aAf3x000001QWMGCA4,Haven Ponds,Silverthorne Homes,Clayton Properties Group,Active,,,Jefferson,3,2.00,1,2,2241,382995,5/12/2026,aAaPc00000096liKAA,7/26/2025,382995.00,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.92797,-85.89899
aAf3x000001QYOLCA4,Trescott Overlook,Drees Homes,,Active,,,VANDERBURGH,4,2.50,2,2,3252,567900,5/18/2026,aAa3x000000ZfW0CAK,8/22/2025,572600.00,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Plainfield Community Sch Corp,Clarks Creek Elementary,5,Plainfield Com Middle School,8,Plainfield High School,9,,39.67444,-86.40719
aAf3x000001WTYFCA4,Brighton Knoll,Fischer Homes,,Active,,,Blair,4,2.00,2,2,3029,532990,4/14/2026,aAaPc0000007F3mKAE,5/3/2024,508990.00,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenwood Community Sch Corp,Westwood Elementary School,7,Greenwood Middle School,7,Greenwood Community High School,6,,39.59754,-86.13526
aAf3x000001WXjRCAW,Cedar Ridge,Fischer Homes,,Active,,,Cumberland,3,2.00,2,2,2439,353990,5/25/2026,aAa3x000000U0wgCAC,7/5/2023,340990.00,Non Active Adult,46052,Lebanon,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Central Elementary School,9,Lebanon Middle School,5,Lebanon Senior High School,9,,40.05570,-86.45563
aAf3x000000UKz9CAG,Crossroads at Southport,Beazer Homes,,Active,,,Liberty,4,2.50,2,2,2829,370990,5/4/2026,aAa3x000000giicCAA,4/25/2023,374990.00,Non Active Adult,46259,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.66658,-86.01158
aAf3x000001QNemCAG,The Cove,Fischer Homes,,Active,,,Ivy,4,2.50,2,0,2692,474990,4/30/2026,aAaPc000000QulUKAS,4/30/2026,474990.00,Non Active Adult,46040,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.96309,-85.89215
aAf3x000001QNemCAG,The Cove,Fischer Homes,,Active,,,Rhodes,4,2.50,2,2,3532,723990,4/30/2026,aAa3x000000ZwqXCAS,6/21/2025,706990.00,Non Active Adult,46040,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.96309,-85.89215
aAf3x000001WrROCA0,Wood Preserve,Arbor Homes,Clayton Properties Group,Active,,,Spruce,4,2.50,2,2,2343,284995,5/28/2026,aAa3x000000Yfk0CAC,2/10/2023,278995.00,Non Active Adult,46181,Trafalgar,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Nineveh-Hensley-Jackson United,Indian Creek Intermediate School; Indian Creek Elementary School,7; 0,Indian Creek Middle School,7,Indian Creek Sr High School,6,,39.41924,-86.15678
aAfPc0000018qnFKAQ,Parkrose/SF,Fischer Homes,,Active,,,Wembley,2,1.50,1,2,1247,232990,4/6/2026,aAaPc000000VShZKAW,1/29/2025,269990.00,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,Weston Elementary School; Greenfield Intermediate School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.77213,-85.78301
aAfPc000001iOMMKA2,Bridle Oaks South,Arbor Homes,Clayton Properties Group,Active,,,Cooper,4,2.50,2,0,2813,356995,5/29/2026,aAaPc0000018eTEKAY,2/15/2026,350995.00,Non Active Adult,46075,Whitestown,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Perry Worth Elementary School,6,Lebanon Middle School,5,Lebanon Senior High School,9,,39.98791,-86.34573
aAf3x000001WVQKCA4,Colere/TH,Onyx+East,,Active,,,Colere Madrona,2,2.50,4,2,1551,449900,4/25/2026,aAa3x000000U2SrCAK,4/16/2025,449900.00,Non Active Adult,46203,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Indianapolis Public Schools,Thomas D. Gregg School 15; Brookside School 54,4; 4,Arlington Community Middle School,5,Arsenal Technical High School; George Washington Community High School...,1; 1,,39.75991,-86.13602
aAfPc000001L26HKAS,Evergreen Estates,Olthof Homes,,Active,,,Bryson,2,1.00,1,2,1533,289851,4/10/2026,aAaPc000000RIk1KAG,1/7/2025,301600.00,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,J B Stephens Elementary School; Maxwell Intermediate School,8; 6,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.81495,-85.74382
aAf3x000001QP13CAG,Brookstone Crossings,Pulte Homes,PulteGroup Inc.,Active,,,Greenfield,4,2.50,2,2,3021,418990,5/12/2026,aAa3x000000ZgYtCAK,11/7/2023,421990.00,Non Active Adult,46123,Avon,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Sycamore Elementary School; Avon Intermediate School East,8; 6,Avon Middle School North,10,Avon High School,10,,39.77761,-86.35361
aAf3x000001WXjRCAW,Cedar Ridge,Fischer Homes,,Active,,,Greenbriar,3,2.00,2,2,1983,342990,5/25/2026,aAa3x000000U0weCAC,6/11/2023,325990.00,Non Active Adult,46052,Lebanon,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Central Elementary School,9,Lebanon Middle School,5,Lebanon Senior High School,9,,40.05570,-86.45563
aAfPc000000p28VKAQ,Willow Ridge,Silverthorne Homes,Clayton Properties Group,Active,,,Lincoln,4,2.50,2,2,2961,377995,5/7/2026,aAaPc000000JYRmKAO,2/8/2025,377995.00,Non Active Adult,46163,New Palestine,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,New Palestine Elementary School,8,New Palestine Jr High School,8,New Palestine High School,10,,39.72820,-85.88640
aAf3x000001Ye57CAC,Kimblewick/Belmont,Del Webb,PulteGroup Inc.,Active,,,Prosperity,2,2.00,1,2,1646,435990,5/13/2026,aAa3x000000cWSlCAM,12/31/2024,399990.00,Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Shamrock Springs Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.00812,-86.20483
aAf3x000001WrROCA0,Wood Preserve,Arbor Homes,Clayton Properties Group,Active,,,Spruce,4,2.50,2,2,2343,284995,5/28/2026,aAa3x000000Yfk0CAC,1/20/2026,284995.00,Non Active Adult,46181,Trafalgar,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Nineveh-Hensley-Jackson United,Indian Creek Intermediate School; Indian Creek Elementary School,7; 0,Indian Creek Middle School,7,Indian Creek Sr High School,6,,39.41924,-86.15678
aAf3x000001WVDTCA4,Townes at Kennedy-King,Onyx+East,,Active,,,Tannin Terrace,2,2.50,3,1,1300,339900,5/15/2026,aAa3x000000TyyCCAS,1/22/2024,327600.00,Non Active Adult,46202,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Indianapolis Public Schools,Thomas D. Gregg School 15; Brookside School 54,4; 4,Arlington Community Middle School,5,Arsenal Technical High School; George Washington Community High School...,1; 1,,39.79697,-86.14422
aAf3x000001WYtoCAG,Midland,Estridge Homes,,Active,,,The Albany,3,2.00,1,2,2066,601900,5/7/2026,aAaPc000000QdlhKAC,4/4/2025,591900.00,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Maple Glen Elementary,9; 8,Westfield Middle School,9,Westfield High School,10,,40.03976,-86.18435
aAf3x000001WmjKCAS,Sagebrook West/SF,M/I Homes,,Active,,,Glendale Basement,4,2.50,2,2,3152,492490,3/30/2026,aAaPc000000WdvAKAS,7/9/2025,492490.00,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69289,-85.97854
aAf3x000001WeIxCAK,Silver Stream,Arbor Homes,Clayton Properties Group,Active,,,Spruce,4,2.50,2,2,2343,294995,5/21/2026,aAa3x000000UEQECA4,3/17/2022,264995.00,Non Active Adult,46235,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Lawrence Township,Indian Creek Elementary School,4,Fall Creek Valley Middle School,5,Lawrence North High School,5,,39.84161,-85.98043
aAf3x000001WeIxCAK,Silver Stream,Arbor Homes,Clayton Properties Group,Active,,,Ashton,3,2.00,1,2,1354,244995,5/21/2026,aAa3x000000UEQJCA4,11/22/2022,234995.00,Non Active Adult,46235,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Lawrence Township,Indian Creek Elementary School,4,Fall Creek Valley Middle School,5,Lawrence North High School,5,,39.84161,-85.98043
aAf3x000001QfKWCA0,Colonnade Estates,Beazer Homes,,Active,,,Liberty,4,2.50,2,2,2909,454990,5/4/2026,aAa3x000000ZxvDCAS,3/5/2024,466990.00,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88600,-85.90997
aAf3x000001WTNDCA4,Silo Ridge/SF,M/I Homes,,Active,,,Kentmore,3,2.50,2,2,2070,427990,5/13/2026,aAa3x000000ZlZWCA0,8/2/2024,420990.00,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Fall Creek Intermediate School; Deer Creek Elementary,9; 7,Fall Creek Junior High,7,Hamilton Southeastern High School,10,,40.03510,-85.94254
aAfPc000000GNezKAG,Grand Vista/Venture,Lennar,,Active,,,Valencia,5,3.50,2,2,3054,423995,5/6/2026,aAaPc000000NKeaKAG,3/27/2025,436995.00,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Clark-Pleasant Com School Corp,Clark Elementary School,6,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.59127,-86.04610
aAf3x000000UKz9CAG,Crossroads at Southport,Beazer Homes,,Active,,,Washington,5,3.00,2,2,3170,399990,4/28/2026,aAa3x000000giibCAA,12/3/2024,404990.00,Non Active Adult,46259,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.66658,-86.01158
aAf3x000001QYqPCAW,Auburn Ridge,M/I Homes,,Active,,,Drake Basement,4,2.50,2,3,2884,552990,5/8/2026,aAaPc000000EgbAKAS,6/13/2025,546990.00,Non Active Adult,46112,Brownsburg,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Brownsburg Community Sch Corp,White Lick Elementary School,8,Brownsburg West Middle School,8,Brownsburg High School,10,,39.83231,-86.42558
aAf3x000001QNemCAG,The Cove,Fischer Homes,,Active,,,Margot,4,2.50,2,0,3155,716990,4/30/2026,aAaPc0000004Ff6KAE,2/20/2024,639990.00,Non Active Adult,46040,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.96309,-85.89215
aAfPc00000163QrKAI,Oberlin/Simplicity,Taylor Morrison,,Active,,,Simplicity 1796,3,2.50,2,2,1796,321000,5/6/2026,aAaPc000000cKnsKAE,8/3/2025,320000.00,Non Active Adult,46113,Camby,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Decatur Township,West Newton Elementary School,5,Decatur Middle School,3,Decatur Central High School,3,,39.65344,-86.31662
aAf3x000001QKUpCAO,Vintners Park Estates,Drees Homes,,Active,,,VANDERBURGH,4,2.50,2,3,3252,657900,5/19/2026,aAa3x000000YeIhCAK,4/19/2024,631900.00,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91338,-85.92927
aAf3x000001QeGfCAK,Berry Chase,M/I Homes,,Active,,,Cheswicke II,3,2.00,1,2,2191,443990,5/25/2026,aAaPc000000P11pKAC,3/28/2026,440990.00,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Sugar Grove Elementary School,6,Center Grove Middle School North,8,Center Grove High School,10,,39.60149,-86.17949
aAf3x000001QYqPCAW,Auburn Ridge,M/I Homes,,Active,,,Glacier II,3,2.50,2,2,2086,408990,1/13/2026,aAaPc000000Mq2WKAS,9/20/2024,404990.00,Non Active Adult,46112,Brownsburg,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Brownsburg Community Sch Corp,White Lick Elementary School,8,Brownsburg West Middle School,8,Brownsburg High School,10,,39.83231,-86.42558
aAf3x000001WeIxCAK,Silver Stream,Arbor Homes,Clayton Properties Group,Active,,,Spruce,4,2.50,2,2,2343,294995,5/21/2026,aAa3x000000UEQECA4,8/5/2022,280995.00,Non Active Adult,46235,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Lawrence Township,Indian Creek Elementary School,4,Fall Creek Valley Middle School,5,Lawrence North High School,5,,39.84161,-85.98043
aAf3x000001QNemCAG,The Cove,Fischer Homes,,Active,,,Amelia,2,2.00,1,2,1683,415990,4/30/2026,aAa3x000000ZiVYCA0,11/20/2025,410990.00,Non Active Adult,46040,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.96309,-85.89215
aAf3x000001WoRWCA0,Hickory Run,M/I Homes,,Active,,,Ashton,2,2.00,1,2,1842,333990,5/18/2026,aAa3x000000ZaBaCAK,7/19/2024,313990.00,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68048,-85.99215
aAf3x000001WrRPCA0,Augusta Heights,Arbor Homes,Clayton Properties Group,Active,,,Cooper,4,2.50,2,2,2813,311995,5/14/2026,aAa3x000000YelYCAS,2/12/2023,265995.00,Non Active Adult,46268,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Pike Township,,,,,Pike High School,4,,39.89474,-86.21371
aAf3x000001YafaCAC,Heron Creek,Arbor Homes,Clayton Properties Group,Active,,,Juniper,3,2.50,2,2,1760,287995,5/10/2026,aAa3x000000Yi6cCAC,8/8/2023,269995.00,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,Mt Comfort Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.80734,-85.92481
aAf3x000001Qh4yCAC,Scottsdale Estates,Arbor Homes,Clayton Properties Group,Active,,,Spruce,4,2.50,2,2,2343,336995,5/21/2026,aAaPc00000087XTKAY,3/30/2024,326995.00,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Clark-Pleasant Com School Corp,Pleasant Crossing Elementary,7,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.55660,-86.14305
aAf2T000001ULX7SAO,Mt Vernon North,D.R. Horton,"D.R. Horton, Inc.",Active,,,Chatham,4,2.00,1,2,1771,342900,4/25/2026,aAaPc0000009pEUKAY,5/7/2024,358000.00,Non Active Adult,46040,Fortville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,Fortville Elementary School,7,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91192,-85.84315
aAf3x000001WgrLCAS,Northwood Haven,Arbor Homes,Clayton Properties Group,Active,,,Bradford,3,2.00,1,0,1613,295995,5/28/2026,aAa3x000000UQk2CAG,4/24/2024,295995.00,Non Active Adult,46122,Danville,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Danville Community School Corp,Danville Middle School; South Elementary School,8; 7,Danville Middle School,8,Danville Community High School,8,,39.77638,-86.49500
aAfPc000001Hkh0KAC,CityPointe,M/I Homes,,Active,,,Valhalla,3,2.50,2,2,1755,381990,5/20/2026,aAaPc000000V6iuKAC,12/24/2024,459990.00,Non Active Adult,46240,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Washington Township,Nora Elementary School,5,Northview Middle School,5,North Central High School,7,,39.92505,-86.13075
aAf3x000001WTNDCA4,Silo Ridge/SF,M/I Homes,,Active,,,Findlay,3,2.50,2,2,2315,402990,5/13/2026,aAa3x000000ZlZOCA0,1/10/2025,395990.00,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Fall Creek Intermediate School; Deer Creek Elementary,9; 7,Fall Creek Junior High,7,Hamilton Southeastern High School,10,,40.03510,-85.94254
aAf3x000001WTNDCA4,Silo Ridge/SF,M/I Homes,,Active,,,Findlay,3,2.50,2,2,2315,402990,5/13/2026,aAa3x000000ZlZOCA0,6/30/2024,393990.00,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Fall Creek Intermediate School; Deer Creek Elementary,9; 7,Fall Creek Junior High,7,Hamilton Southeastern High School,10,,40.03510,-85.94254
aAf3x000001QbssCAC,Hidden Hills,Taylor Morrison,,Active,,,Legacy 2146,3,2.50,2,2,2146,356000,5/18/2026,aAaPc000000LA61KAG,5/18/2026,356000.00,Non Active Adult,46167,Pittsboro,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,North West Hendricks Schools,Pittsboro Elementary; Pittsboro Primary School,9; 0,Tri-West Middle School,9,Tri-West Senior High School,9,,39.87140,-86.45638
aAf3x000001WTNDCA4,Silo Ridge/SF,M/I Homes,,Active,,,Cheswicke II Basement,3,2.00,1,2,2191,519490,5/13/2026,aAa3x000000ZlZICA0,3/14/2025,509490.00,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Fall Creek Intermediate School; Deer Creek Elementary,9; 7,Fall Creek Junior High,7,Hamilton Southeastern High School,10,,40.03510,-85.94254
aAf3x000000UOUyCAO,Bridle Oaks,Pulte Homes,PulteGroup Inc.,Active,,,Boardwalk,4,2.50,2,2,2662,392990,5/7/2026,aAa3x000000TqXrCAK,5/7/2026,392990.00,Non Active Adult,46075,Whitestown,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Perry Worth Elementary School,6,Lebanon Middle School,5,Lebanon Senior High School,9,,39.99164,-86.34494
aAf3x000001QYOMCA4,Trescott Gardens,Drees Homes,,Active,,,SHELBURN,3,2.50,1,2,2294,441900,5/22/2026,aAa3x000000ZfWACA0,10/15/2024,456400.00,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Plainfield Community Sch Corp,Clarks Creek Elementary,5,Plainfield Com Middle School,8,Plainfield High School,9,,39.67444,-86.40719
aAf3x000001QNemCAG,The Cove,Fischer Homes,,Active,,,Margot,4,2.50,2,0,3155,716990,4/30/2026,aAaPc0000004Ff6KAE,7/14/2025,691990.00,Non Active Adult,46040,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.96309,-85.89215
aAf3x000001QNemCAG,The Cove,Fischer Homes,,Active,,,Winslow,3,2.50,1,2,2690,696990,4/30/2026,aAa3x000000ZwqWCAS,4/8/2024,639990.00,Non Active Adult,46040,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.96309,-85.89215
aAf3x000001QYqPCAW,Auburn Ridge,M/I Homes,,Active,,,Glendale,4,2.50,2,2,3152,482990,5/8/2026,aAaPc000000EgbDKAS,8/9/2024,470990.00,Non Active Adult,46112,Brownsburg,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Brownsburg Community Sch Corp,White Lick Elementary School,8,Brownsburg West Middle School,8,Brownsburg High School,10,,39.83231,-86.42558
aAf3x000001WoRWCA0,Hickory Run,M/I Homes,,Active,,,Irvington,3,2.50,2,2,2002,329990,5/18/2026,aAa3x000000ZaBeCAK,3/18/2026,328990.00,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68048,-85.99215
aAf3x000001WqpfCAC,Somerset West,Silverthorne Homes,Clayton Properties Group,Active,,,Jefferson,3,2.00,1,2,2241,408995,4/25/2026,aAa3x000000YhtFCAS,10/31/2024,406995.00,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.04570,-86.17919
aAf3x000001YafaCAC,Heron Creek,Arbor Homes,Clayton Properties Group,Active,,,Juniper,3,2.50,2,2,1760,287995,5/10/2026,aAa3x000000Yi6cCAC,11/9/2023,276995.00,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,Mt Comfort Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.80734,-85.92481
aAf3x000001QWY8CAO,Scottsdale Estates,Silverthorne Homes,Clayton Properties Group,Active,,,Reagan,3,2.50,1,2,2300,387995,3/23/2026,aAa3x000000ZasjCAC,11/8/2025,384995.00,Non Active Adult,46143,Bargersville,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Sugar Grove Elementary School,6,Center Grove Middle School North,8,Center Grove High School,10,,39.59260,-86.13997
aAf3x000001WrRNCA0,Grassy Creek South,Arbor Homes,Clayton Properties Group,Active,,,Ironwood,3,2.50,2,2,1968,282995,5/12/2026,aAa3x000000YjnqCAC,10/19/2024,282995.00,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Warren Township,Creston Middle School; Grassy Creek Elementary School,4; 3,Creston Middle School,4,Warren Central High School,2,,39.74331,-85.97090
