Project Universal ID,Project Name,Builders,Parent Builder,Status,Master Plan Name,Master Plan Developer Name,Plan Name,Bedrooms,Bathrooms,Floors,Garages,Unit Size,Current List Price,Last Update Date,Plan Universal ID,Period,Period Price,Active Adult,ZIP Code,City,County,County Code,CBSA,CBSA Code,State,School District,School Attendance Zone (Elementary),School Ratings (Elementary),School Attendance Zone (Middle),School Ratings (Middle),School Attendance Zone (High),School Ratings (High),Boundary Names,Latitude,Longitude
aAf3x000001QeGfCAK,Berry Chase,M/I Homes,,Active,,,Cheswicke II Basement,3,2.00,1,2,2191,513490,5/25/2026,aAaPc000000P11oKAC,3/24/2025,499490.00,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Sugar Grove Elementary School,6,Center Grove Middle School North,8,Center Grove High School,10,,39.60149,-86.17949
aAf3x000001QKUpCAO,Vintners Park Estates,Drees Homes,,Active,,,SEBASTIAN,3,3.50,1,3,2769,724900,5/19/2026,aAa3x000000YeIcCAK,8/16/2023,673000.00,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91338,-85.92927
aAf3x000001QhcyCAC,Cardinal Grove/Express,D.R. Horton,"D.R. Horton, Inc.",Active,,,Stamford,4,2.50,2,2,2346,351900,4/23/2026,aAaPc000000XxR7KAK,11/10/2025,369900.00,Non Active Adult,46221,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Decatur Township,Gold Academy,4,Decatur Middle School,3,Decatur Central High School,3,,39.67001,-86.27891
aAf3x000001WeIxCAK,Silver Stream,Arbor Homes,Clayton Properties Group,Active,,,Aspen II,4,2.50,2,2,2176,293995,5/21/2026,aAa3x000000Yee5CAC,2/18/2023,281895.00,Non Active Adult,46235,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Lawrence Township,Indian Creek Elementary School,4,Fall Creek Valley Middle School,5,Lawrence North High School,5,,39.84161,-85.98043
aAf3x000001QYqPCAW,Auburn Ridge,M/I Homes,,Active,,,Berkeley Basement,4,2.50,2,2,3273,565990,5/8/2026,aAaPc000000Egb6KAC,6/13/2025,559990.00,Non Active Adult,46112,Brownsburg,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Brownsburg Community Sch Corp,White Lick Elementary School,8,Brownsburg West Middle School,8,Brownsburg High School,10,,39.83231,-86.42558
aAf3x000001WeIxCAK,Silver Stream,Arbor Homes,Clayton Properties Group,Active,,,Spruce,4,2.50,2,2,2343,294995,5/21/2026,aAa3x000000UEQECA4,2/20/2024,285995.00,Non Active Adult,46235,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Lawrence Township,Indian Creek Elementary School,4,Fall Creek Valley Middle School,5,Lawrence North High School,5,,39.84161,-85.98043
aAf3x000001WrRPCA0,Augusta Heights,Arbor Homes,Clayton Properties Group,Active,,,Palmetto,4,2.50,2,2,2600,301995,5/14/2026,aAa3x000000YeldCAC,2/12/2023,258995.00,Non Active Adult,46268,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Pike Township,,,,,Pike High School,4,,39.89474,-86.21371
aAf3x000001WYwsCAG,Trailside,D.R. Horton,"D.R. Horton, Inc.",Active,,,Muncie,3,2.00,1,2,1818,368900,5/29/2026,aAaPc0000019dhzKAA,4/16/2026,367900.00,Non Active Adult,46075,Whitestown,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Perry Worth Elementary School,6,Lebanon Middle School,5,Lebanon Senior High School,9,,40.00540,-86.34623
aAf3x000001YlGQCA0,Brandywine Fields,Ryan Homes,NVR Inc.,Active,,,Cedar,4,2.50,2,2,1903,289990,4/27/2026,aAa3x000000TxITCA0,1/6/2025,279990.00,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,J B Stephens Elementary School; Maxwell Intermediate School,8; 6,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.81131,-85.74918
aAf3x000001WoRWCA0,Hickory Run,M/I Homes,,Active,,,Akerman II,4,2.50,2,2,2469,345990,5/18/2026,aAaPc000000ATAqKAO,8/9/2024,331990.00,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68048,-85.99215
aAf2T000001MiySSAS,Briar Creek Ranches,Ryan Homes,NVR Inc.,Active,,,Grand Bahama,3,2.00,1,2,1365,281990,5/9/2026,aAaPc000000VBbtKAG,2/28/2026,278990.00,Non Active Adult,46184,Whiteland,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Clark-Pleasant Com School Corp,Whiteland Elementary School,8,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.54723,-86.09546
aAfPc000001Hkh0KAC,CityPointe,M/I Homes,,Active,,,Muirfield,3,2.50,2,2,1909,391990,5/20/2026,aAaPc000000V6itKAC,6/30/2025,389990.00,Non Active Adult,46240,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Washington Township,Nora Elementary School,5,Northview Middle School,5,North Central High School,7,,39.92505,-86.13075
aAf3x000001QbsiCAC,Colonnade/Cornerstone Series,Taylor Morrison,,Active,,,Chelsea,3,2.50,2,2,2103,376000,5/23/2026,aAa3x000000ZoSoCAK,9/1/2023,372000.00,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.89076,-85.91252
aAf3x000001WeIxCAK,Silver Stream,Arbor Homes,Clayton Properties Group,Active,,,Cooper,4,2.50,2,0,2813,314995,5/21/2026,aAa3x000000UEQHCA4,10/28/2024,314995.00,Non Active Adult,46235,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Lawrence Township,Indian Creek Elementary School,4,Fall Creek Valley Middle School,5,Lawrence North High School,5,,39.84161,-85.98043
aAf3x000001YafaCAC,Heron Creek,Arbor Homes,Clayton Properties Group,Active,,,Ashton,3,2.00,1,2,1354,263995,5/10/2026,aAa3x000000gaIrCAI,7/9/2021,229995.00,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,Mt Comfort Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.80734,-85.92481
aAf3x000001YgzhCAC,Sunrise Lake,Bridgenorth Homes,,Active,,,Wellington,3,2.00,1,3,1826,327490,4/29/2026,aAa3x000000grrSCAQ,8/4/2022,327490.00,Non Active Adult,46163,New Palestine,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,New Palestine Elementary School,8,New Palestine Jr High School,8,New Palestine High School,10,,39.73229,-85.88604
aAf3x000001Qh4yCAC,Scottsdale Estates,Arbor Homes,Clayton Properties Group,Active,,,Juniper,4,2.50,2,2,1760,325995,5/21/2026,aAaPc00000087XYKAY,3/6/2024,304995.00,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Clark-Pleasant Com School Corp,Pleasant Crossing Elementary,7,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.55660,-86.14305
aAf3x000001WohdCAC,Brookstone Landings,Pulte Homes,PulteGroup Inc.,Active,,,Boardwalk,4,2.50,2,2,2662,401990,5/7/2026,aAa3x000000YlfNCAS,6/13/2025,401990.00,Non Active Adult,46123,Avon,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Sycamore Elementary School; Avon Intermediate School East,8; 6,Avon Middle School North,10,Avon High School,10,,39.77761,-86.35361
aAf3x000001WqBjCAK,Trailside/TH,M/I Homes,,Active,,,T1800,2,2.50,3,2,1884,311990,5/16/2026,aAaPc0000003moqKAA,1/10/2024,342990.00,Non Active Adult,46112,Brownsburg,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Brownsburg Community Sch Corp,White Lick Elementary School,8,Brownsburg West Middle School,8,Brownsburg High School,10,,39.81316,-86.40060
aAf3x000001QdoZCAS,Towns at River Place,Pulte Homes,PulteGroup Inc.,Active,,,Ashton,3,2.50,2,2,1883,356000,5/25/2026,aAaPc0000005WUpKAM,7/29/2025,365000.00,Non Active Adult,46250,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Riverside Intermediate School; Fishers Elementary School,10; 8,Riverside Jr High,8,Fishers High School,10,,39.93090,-86.06916
aAf3x000000UOUyCAO,Bridle Oaks,Pulte Homes,PulteGroup Inc.,Active,,,Fifth Avenue,3,2.50,2,2,2426,377990,5/7/2026,aAa3x000000TqXtCAK,6/9/2024,365990.00,Non Active Adult,46075,Whitestown,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Perry Worth Elementary School,6,Lebanon Middle School,5,Lebanon Senior High School,9,,39.99164,-86.34494
aAfPc000001ht8jKAA,Ravinia/SL Arch,Lennar,,Active,,,3300,5,3.50,2,2,3435,808995,5/9/2026,aAaPc000000zdzyKAA,11/6/2025,804995.00,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Maple Glen Elementary,9; 8,Westfield Middle School,9,Westfield High School,10,,40.02861,-86.19191
aAf3x000001QhjwCAC,Saddlebrook Farms North/Tradition,D.R. Horton,"D.R. Horton, Inc.",Active,,,Dayton,5,3.50,2,3,3388,430900,5/29/2026,aAaPc000000k6n5KAA,3/19/2026,430900.00,Non Active Adult,46184,Whiteland,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Clark-Pleasant Com School Corp,Whiteland Elementary School,8,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.55071,-86.07083
aAf3x000001WTNDCA4,Silo Ridge/SF,M/I Homes,,Active,,,Cheswicke II Basement,3,2.00,1,2,2191,519490,5/13/2026,aAa3x000000ZlZICA0,11/6/2024,505490.00,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Fall Creek Intermediate School; Deer Creek Elementary,9; 7,Fall Creek Junior High,7,Hamilton Southeastern High School,10,,40.03510,-85.94254
aAf3x000001YghjCAC,Ridgefield,Davis Homes,,Active,,,Jefferson,3,2.50,2,2,1664,254990,5/16/2026,aAa3x000000h1bZCAQ,2/8/2024,289990.00,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Warren Township,Liberty Park Elementary School; Raymond Park Middle School (7-8),4; 4,Raymond Park Middle School (7-8),4,Warren Central High School,2,,39.72696,-86.03276
aAf3x000001QdBeCAK,Towns at RiverWest,Pulte Homes,PulteGroup Inc.,Active,,,Ashton,3,2.50,2,2,1883,385000,5/22/2026,aAaPc0000005WUoKAM,9/25/2025,319000.00,Non Active Adult,46062,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Noblesville Schools,Noble Crossing Elementary School,8,Noblesville West Middle School,9,Noblesville High School,10,,40.00036,-86.03600
aAfPc000000zkkHKAQ,Bo-Mar Estates/ Duet TH,Olthof Homes,,Active,,,Rosewood,2,2.00,1,2,1609,328400,5/23/2026,aAaPc000000P3cDKAS,3/3/2026,320700.00,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Cedar Elementary School; Avon Intermediate School West,7; 7,Avon Middle School South,10,Avon High School,10,,39.72793,-86.36178
aAf2T000001UM5RSAW,Bluffs at Youngs Creek,Arbor Homes,Clayton Properties Group,Active,,,Aspen II,4,2.50,2,2,2176,302995,3/31/2026,aAa3x000000YedzCAC,3/17/2025,302995.00,Non Active Adult,46131,Franklin,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Community School Corp,Custer Baker Intermediate School; Creekside Elementary School,7; 6,Franklin Community Middle School,7,Franklin Community High School,6,,39.46475,-86.06519
aAf3x000001QVVICA4,Carramore,Drees Homes,,Active,,,ALWICK,4,2.50,2,2,2631,592900,5/13/2026,aAa3x000000ZZNOCA4,4/19/2024,534900.00,Non Active Adult,46069,Sheridan,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.07796,-86.16111
aAf3x000001WjZmCAK,Monon Corner/Arbor,Arbor Homes,Clayton Properties Group,Active,,,The Empress,5,2.50,2,2,3198,420995,5/10/2026,aAa3x000000UWSQCA4,2/6/2023,379995.00,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.08126,-86.16478
aAfPc000000zi49KAA,Flora/TH,Onyx+East,,Active,,,Madrona Front Porch,2,2.50,3,2,1868,424900,5/13/2026,aAaPc000000MCiTKAW,9/19/2025,449900.00,Non Active Adult,46290,Carmel,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Carmel Clay Schools,Towne Meadow Elementary School,9,Creekside Middle School,10,Carmel High School,10,,39.93223,-86.16525
aAf2T000001UM5RSAW,Bluffs at Youngs Creek,Arbor Homes,Clayton Properties Group,Active,,,Empress,5,2.50,2,2,3198,339995,3/31/2026,aAa2T000000c7mjSAA,1/23/2023,324995.00,Non Active Adult,46131,Franklin,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Community School Corp,Custer Baker Intermediate School; Creekside Elementary School,7; 6,Franklin Community Middle School,7,Franklin Community High School,6,,39.46475,-86.06519
aAf3x000001WjZmCAK,Monon Corner/Arbor,Arbor Homes,Clayton Properties Group,Active,,,Aspen II,4,2.50,2,2,2176,384995,5/10/2026,aAa3x000000Yee7CAC,6/30/2024,378995.00,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.08126,-86.16478
aAf3x000000UOUyCAO,Bridle Oaks,Pulte Homes,PulteGroup Inc.,Active,,,Boardwalk,4,2.50,2,2,2662,392990,5/7/2026,aAa3x000000TqXrCAK,4/4/2023,367990.00,Non Active Adult,46075,Whitestown,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Perry Worth Elementary School,6,Lebanon Middle School,5,Lebanon Senior High School,9,,39.99164,-86.34494
aAf3x000001Qd2HCAS,Brunson's Landing,D.R. Horton,"D.R. Horton, Inc.",Active,,,Aldridge,3,2.00,1,2,1272,270900,5/8/2026,aAaPc000000JPuNKAW,3/4/2026,270900.00,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,Greenfield Intermediate School; Weston Elementary School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.80169,-85.78519
aAfPc000000GMuFKAW,Grand Vista/Cornerstone,Lennar,,Active,,,Fairmont,5,3.50,2,3,2995,508995,4/27/2026,aAaPc000000NKeXKAW,5/28/2025,503995.00,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Clark-Pleasant Com School Corp,Clark Elementary School,6,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.59127,-86.04611
aAf3x000001WYwxCAG,Woodfield Pointe,Arbor Homes,Clayton Properties Group,Active,,,Empress,5,2.50,2,2,3198,326995,5/15/2026,aAa3x000000YfjqCAC,8/23/2024,324995.00,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,Weston Elementary School; Greenfield Intermediate School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.78944,-85.81685
aAf2T000000sgDhSAI,Lancaster/Townhomes,Pulte Homes,PulteGroup Inc.,Active,,,Ashton,3,2.50,2,2,1858,320000,5/22/2026,aAa3x000000gtHcCAI,4/13/2026,324000.00,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.05728,-86.17071
aAf3x000001WTZ6CAO,Sawyer Walk/Villas,M/I Homes,,Active,,,Villa Series - Castello,2,2.50,1,2,1628,321990,5/29/2026,aAaPc0000001crFKAQ,10/31/2024,315990.00,Non Active Adult,46106,Bargersville,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Maple Grove Elementary School,8,Center Grove Middle School Central,8,Center Grove High School,10,,39.52297,-86.17236
aAfPc000001NUw5KAG,Finch Creek by Del Webb/Discovery,Del Webb,PulteGroup Inc.,Active,,,Mirage,2,2.00,1,2,1749,360990,3/31/2026,aAaPc000000ZNcrKAG,11/19/2025,352990.00,Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Deer Creek Elementary,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,40.01651,-85.92586
aAf3x000001QKUpCAO,Vintners Park Estates,Drees Homes,,Active,,,SEBASTIAN,3,3.50,1,3,2769,724900,5/19/2026,aAa3x000000YeIcCAK,6/20/2025,709900.00,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91338,-85.92927
aAf3x000001QNemCAG,The Cove,Fischer Homes,,Active,,,Wyatt,4,2.50,2,0,2731,522990,4/30/2026,aAa3x000000ZiVmCAK,7/14/2025,534990.00,Non Active Adult,46040,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.96309,-85.89215
aAf3x000001WrRPCA0,Augusta Heights,Arbor Homes,Clayton Properties Group,Active,,,Aspen II,4,2.50,2,2,2176,287995,5/14/2026,aAa3x000000YfvQCAS,10/9/2024,256995.00,Non Active Adult,46268,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Pike Township,,,,,Pike High School,4,,39.89474,-86.21371
aAf3x000001YafaCAC,Heron Creek,Arbor Homes,Clayton Properties Group,Active,,,Norway,5,2.50,2,2,2961,339995,5/10/2026,aAa3x000000gaInCAI,9/20/2021,284995.00,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,Mt Comfort Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.80734,-85.92481
aAf3x000001YafaCAC,Heron Creek,Arbor Homes,Clayton Properties Group,Active,,,Bradford,3,2.00,1,0,1613,277995,5/10/2026,aAa3x000000gaItCAI,1/9/2023,272995.00,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,Mt Comfort Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.80734,-85.92481
aAf3x000001QfKWCA0,Colonnade Estates,Beazer Homes,,Active,,,Charleston,2,2.50,1,3,2214,459990,5/1/2026,aAa3x000000ZxvACAS,3/17/2025,476990.00,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88600,-85.90997
aAf3x000001Qf83CAC,Hobbs Station,Taylor Morrison,,Active,,,Palladium,3,2.50,2,2,2202,363000,4/17/2026,aAa3x000000ZxWtCAK,10/16/2025,361000.00,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Cedar Elementary School; Avon Intermediate School West,7; 7,Avon Middle School South,10,Avon High School,10,,39.72184,-86.35653
aAf3x000001QWY8CAO,Scottsdale Estates,Silverthorne Homes,Clayton Properties Group,Active,,,Van Buren,4,2.50,2,2,2929,402995,3/23/2026,aAa3x000000ZashCAC,8/7/2024,390995.00,Non Active Adult,46143,Bargersville,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Sugar Grove Elementary School,6,Center Grove Middle School North,8,Center Grove High School,10,,39.59260,-86.13997
aAf3x000001WrRNCA0,Grassy Creek South,Arbor Homes,Clayton Properties Group,Active,,,Cooper,4,2.50,2,0,2813,319995,5/12/2026,aAa3x000000YSygCAG,8/23/2024,318995.00,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Warren Township,Creston Middle School; Grassy Creek Elementary School,4; 3,Creston Middle School,4,Warren Central High School,2,,39.74331,-85.97090
aAf3x000001WrTwCAK,Westwind at Cumberland,Arbor Homes,Clayton Properties Group,Active,,,Ironwood,3,2.50,2,2,1963,283995,5/25/2026,aAa3x000000YjnsCAC,12/9/2024,283995.00,Non Active Adult,46131,Franklin,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Community School Corp,Custer Baker Intermediate School; Creekside Elementary School,7; 6,Franklin Community Middle School,7,Franklin Community High School,6,,39.49405,-86.08407
aAf3x000001YghjCAC,Ridgefield,Davis Homes,,Active,,,Washington,5,3.00,2,2,2498,292990,5/16/2026,aAa3x000000YRU4CAO,6/21/2024,327990.00,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Warren Township,Liberty Park Elementary School; Raymond Park Middle School (7-8),4; 4,Raymond Park Middle School (7-8),4,Warren Central High School,2,,39.72696,-86.03276
aAf3x000001QYOLCA4,Trescott Overlook,Drees Homes,,Active,,,VANDERBURGH,4,2.50,2,2,3252,567900,5/18/2026,aAa3x000000ZfW0CAK,12/11/2023,555600.00,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Plainfield Community Sch Corp,Clarks Creek Elementary,5,Plainfield Com Middle School,8,Plainfield High School,9,,39.67444,-86.40719
aAfPc000000p28VKAQ,Willow Ridge,Silverthorne Homes,Clayton Properties Group,Active,,,Reagan,3,2.50,1,2,2300,357995,5/7/2026,aAaPc000000JYRjKAO,3/24/2026,357995.00,Non Active Adult,46163,New Palestine,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,New Palestine Elementary School,8,New Palestine Jr High School,8,New Palestine High School,10,,39.72820,-85.88640
aAfPc000000RV02KAG,Cyntheanne Woods,Taylor Morrison,,Active,,,Chelsea,3,2.50,2,2,2103,397000,5/2/2026,aAaPc0000009CuwKAE,9/29/2025,413000.00,Non Active Adult,46037,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.98344,-85.88072
aAfPc000000wYyzKAE,Hampton Walk/Paired,Fischer Homes,,Active,,,Meridian,2,3.00,3,2,2157,324990,4/29/2026,aAaPc000001CL89KAG,4/29/2026,324990.00,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88787,-85.91986
aAf3x000001QVVICA4,Carramore,Drees Homes,,Active,,,ALDEN,4,2.50,2,2,3055,633900,5/13/2026,aAa3x000000ZZNYCA4,7/1/2025,598900.00,Non Active Adult,46069,Sheridan,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.07796,-86.16111
aAf3x000001QYOMCA4,Trescott Gardens,Drees Homes,,Active,,,SHELBURN,3,2.50,1,2,2294,441900,5/22/2026,aAa3x000000ZfWACA0,8/22/2025,451400.00,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Plainfield Community Sch Corp,Clarks Creek Elementary,5,Plainfield Com Middle School,8,Plainfield High School,9,,39.67444,-86.40719
aAf3x000001WdgGCAS,Fairview West,Olthof Homes,,Active,,,Olympia,4,2.50,2,2,2397,426400,4/6/2026,aAa3x000000Uiq9CAC,4/15/2025,419900.00,Non Active Adult,46112,Brownsburg,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Brownsburg Community Sch Corp,Delaware Trail Elementary School,9,Brownsburg East Middle School,9,Brownsburg High School,10,,39.86584,-86.42391
aAf3x000001QP13CAG,Brookstone Crossings,Pulte Homes,PulteGroup Inc.,Active,,,Westchester,4,2.50,2,2,3300,439990,5/12/2026,aAa3x000000ZgZ3CAK,11/7/2023,442990.00,Non Active Adult,46123,Avon,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Sycamore Elementary School; Avon Intermediate School East,8; 6,Avon Middle School North,10,Avon High School,10,,39.77761,-86.35361
aAf3x000001WdclCAC,Chatham Village/Cottage Collection,David Weekley Homes,,Active,,,Townsman,2,2.50,1,2,2153,639990,5/9/2026,aAa3x000000YR9rCAG,1/28/2025,609990.00,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.08103,-86.13605
aAf3x000001WdR1CAK,Grantham,David Weekley Homes,,Active,,,Sandborn,4,3.00,2,3,2990,616990,4/14/2026,aAaPc000000oG3vKAE,4/14/2026,616990.00,Non Active Adult,46038,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Riverside Intermediate School; New Britton Elementary School,10; 7,Riverside Jr High,8,Fishers High School,10,,39.96160,-86.01752
aAf3x000001YgExCAK,Courtyards of Westfield,EPCON Communities,,Active,,,Promenade Craftsman,2,2.00,1,2,2053,506900,5/5/2026,aAaPc000000qpmlKAA,10/6/2025,506900.00,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Shamrock Springs Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.00465,-86.20697
