Project Universal ID,Project Name,Builders,Parent Builder,Status,Master Plan Name,Master Plan Developer Name,Plan Name,Bedrooms,Bathrooms,Floors,Garages,Unit Size,List Price,Last Update Date,Plan Universal ID,Active Adult,ZIP Code,City,County,County Code,CBSA,CBSA Code,State,School District,School Attendance Zone (Elementary),School Ratings (Elementary),School Attendance Zone (Middle),School Ratings (Middle),School Attendance Zone (High),School Ratings (High),Boundary Names,Latitude,Longitude
aAf3x000001QbssCAC,Hidden Hills,Taylor Morrison,,Active,,,Exclusives 2467,3,2.00,1,2,2467,434000,5/18/2026,aAaPc000000pZ4MKAU,Non Active Adult,46167,Pittsboro,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,North West Hendricks Schools,Pittsboro Elementary; Pittsboro Primary School,9; 0,Tri-West Middle School,9,Tri-West Senior High School,9,,39.87140,-86.45638
aAf3x000001WrTwCAK,Westwind at Cumberland,Arbor Homes,Clayton Properties Group,Active,,,Empress,5,2.50,2,2,3198,328995,5/25/2026,aAa3x000000YSyuCAG,Non Active Adult,46131,Franklin,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Community School Corp,Custer Baker Intermediate School; Creekside Elementary School,7; 6,Franklin Community Middle School,7,Franklin Community High School,6,,39.49405,-86.08407
aAfPc000001FoAPKA0,Copperleaf at Finch Creek,Lennar,,Active,,,Kingston,5,3.00,2,3,2736,457995,5/25/2026,aAaPc000000kRQcKAM,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Deer Creek Elementary,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,40.02172,-85.93493
aAfPc000000i3a6KAA,Montgomery Woods,Lennar,,Active,,,Kingston,5,3.00,2,2,2736,419980,5/18/2026,aAaPc000000TjOsKAK,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.70463,-85.97401
aAf3x000001WTNDCA4,Silo Ridge/SF,M/I Homes,,Active,,,Everly,4,2.50,2,2,3034,439990,5/13/2026,aAaPc000000wg2WKAQ,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Fall Creek Intermediate School; Deer Creek Elementary,9; 7,Fall Creek Junior High,7,Hamilton Southeastern High School,10,,40.03510,-85.94254
aAf3x000001QYqPCAW,Auburn Ridge,M/I Homes,,Active,,,Cheswicke II Basement,3,2.00,1,2,2191,504990,5/8/2026,aAaPc000000Egb7KAC,Non Active Adult,46112,Brownsburg,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Brownsburg Community Sch Corp,White Lick Elementary School,8,Brownsburg West Middle School,8,Brownsburg High School,10,,39.83231,-86.42558
aAf3x000001QfKWCA0,Colonnade Estates,Beazer Homes,,Active,,,Liberty,4,2.50,2,2,2909,454990,5/4/2026,aAa3x000000ZxvDCAS,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88600,-85.90997
aAf3x000001WdclCAC,Chatham Village/Cottage Collection,David Weekley Homes,,Active,,,Allegient,2,2.00,1,2,2073,619990,5/9/2026,aAa3x000000YR9oCAG,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.08103,-86.13605
aAfPc000000zk2jKAA,Bo-Mar Estates/ SF,Olthof Homes,,Active,,,Aspen,4,2.50,2,2,2353,420500,5/23/2026,aAaPc000000O6InKAK,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Cedar Elementary School; Avon Intermediate School West,7; 7,Avon Middle School South,10,Avon High School,10,,39.72793,-86.36178
aAfPc0000018qnFKAQ,Parkrose/SF,Fischer Homes,,Active,,,Wesley,3,2.50,2,2,1842,295990,4/6/2026,aAaPc000000VSeLKAW,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,Weston Elementary School; Greenfield Intermediate School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.77213,-85.78301
aAf3x000001WlFcCAK,Edgewood Farms,D.R. Horton,"D.R. Horton, Inc.",Active,,,Harmony,3,2.00,1,2,1503,339000,5/9/2026,aAaPc000000DN1sKAG,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68241,-86.00724
aAf3x000001QegiCAC,Oakdale,Pulte Homes,PulteGroup Inc.,Active,,,Greenfield,4,2.50,2,2,3021,429990,5/5/2026,aAaPc000000BDKbKAO,Non Active Adult,46112,Brownsburg,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Brownsburg Community Sch Corp,Eagle Elementary School,10,Brownsburg West Middle School,8,Brownsburg High School,10,,39.86610,-86.38409
aAf3x000001QhcyCAC,Cardinal Grove/Express,D.R. Horton,"D.R. Horton, Inc.",Active,,,Bellamy,4,2.50,2,2,2053,332900,4/23/2026,aAaPc000000AIQHKA4,Non Active Adult,46221,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Decatur Township,Gold Academy,4,Decatur Middle School,3,Decatur Central High School,3,,39.67001,-86.27891
aAf3x000001Qeu9CAC,Fields at Sugar Creek,D.R. Horton,"D.R. Horton, Inc.",Active,,,Chatham,4,2.00,1,2,1771,359900,5/8/2026,aAaPc000000AG1tKAG,Non Active Adult,46163,New Palestine,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,New Palestine Elementary School,8,New Palestine Jr High School,8,New Palestine High School,10,,39.72423,-85.89985
aAf3x000001Qeu9CAC,Fields at Sugar Creek,D.R. Horton,"D.R. Horton, Inc.",Active,,,Henley,5,3.00,2,2,2600,379900,5/8/2026,aAaPc000000AG9xKAG,Non Active Adult,46163,New Palestine,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,New Palestine Elementary School,8,New Palestine Jr High School,8,New Palestine High School,10,,39.72423,-85.89985
aAf3x000001QKUpCAO,Vintners Park Estates,Drees Homes,,Active,,,CRESTWOOD,3,3.50,2,3,3850,767900,5/19/2026,aAa3x000000YeISCA0,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91338,-85.92927
aAfPc000001lg85KAA,Saratoga Village/Rearload,Lennar,,Active,,,Meridian III,3,2.50,3,2,2063,345585,4/23/2026,aAaPc000000zdzkKAA,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Plainfield Community Sch Corp,Central Elementary School,9,Plainfield Com Middle School,8,Plainfield High School,9,,39.70128,-86.42016
aAf3x000001WTU0CAO,Sawyer Walk,M/I Homes,,Active,,,Foster,4,2.00,2,2,2714,412990,5/29/2026,aAaPc0000002ZkyKAE,Non Active Adult,46106,Bargersville,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Maple Grove Elementary School,8,Center Grove Middle School Central,8,Center Grove High School,10,,39.52297,-86.17236
aAfPc000000K8pcKAC,The Townes at Hampton Walk,Fischer Homes,,Active,,,Tustin,2,3.50,3,0,2276,349990,3/18/2026,aAaPc0000008NFZKA2,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88786,-85.91988
aAf3x000001QhcyCAC,Cardinal Grove/Express,D.R. Horton,"D.R. Horton, Inc.",Active,,,Lyndhurst,4,2.50,2,2,2904,382900,4/23/2026,aAaPc0000019di7KAA,Non Active Adult,46221,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Decatur Township,Gold Academy,4,Decatur Middle School,3,Decatur Central High School,3,,39.67001,-86.27891
aAf3x000001YghjCAC,Ridgefield,Davis Homes,,Active,,,Jefferson,3,2.50,2,2,1664,254990,5/16/2026,aAa3x000000h1bZCAQ,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Warren Township,Liberty Park Elementary School; Raymond Park Middle School (7-8),4; 4,Raymond Park Middle School (7-8),4,Warren Central High School,2,,39.72696,-86.03276
aAf3x000000UKz9CAG,Crossroads at Southport,Beazer Homes,,Active,,,Lincoln,4,3.00,2,2,2539,350990,5/4/2026,aAa3x000000a1L6CAI,Non Active Adult,46259,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.66658,-86.01158
aAf3x000001WgrLCAS,Northwood Haven,Arbor Homes,Clayton Properties Group,Active,,,Empress,5,2.50,2,2,3198,354995,5/28/2026,aAa3x000000UQjwCAG,Non Active Adult,46122,Danville,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Danville Community School Corp,Danville Middle School; South Elementary School,8; 7,Danville Middle School,8,Danville Community High School,8,,39.77638,-86.49500
aAfPc000000RV02KAG,Cyntheanne Woods,Taylor Morrison,,Active,,,Berkeley,3,2.50,2,2,2318,422000,5/2/2026,aAaPc0000009CuzKAE,Non Active Adult,46037,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.98344,-85.88072
aAf3x000001WdR1CAK,Grantham,David Weekley Homes,,Active,,,Woodson,4,3.50,2,3,2972,646990,4/14/2026,aAaPc000000DEB2KAO,Non Active Adult,46038,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Riverside Intermediate School; New Britton Elementary School,10; 7,Riverside Jr High,8,Fishers High School,10,,39.96160,-86.01752
aAf3x000001Qd2HCAS,Brunson's Landing,D.R. Horton,"D.R. Horton, Inc.",Active,,,Henley,5,3.00,2,2,2600,334900,5/8/2026,aAaPc00000065YzKAI,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,Greenfield Intermediate School; Weston Elementary School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.80169,-85.78519
aAf3x000001QYOMCA4,Trescott Gardens,Drees Homes,,Active,,,HORIZON,5,3.00,2,2,3334,492900,5/22/2026,aAaPc000000SYJyKAO,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Plainfield Community Sch Corp,Clarks Creek Elementary,5,Plainfield Com Middle School,8,Plainfield High School,9,,39.67444,-86.40719
aAf3x000001QdoYCAS,Magnolia Ridge/Crossing,Pulte Homes,PulteGroup Inc.,Active,,,Greenfield,4,2.00,2,2,3020,454990,5/26/2026,aAaPc000000qzXFKAY,Non Active Adult,46062,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Noblesville Schools,Noble Crossing Elementary School,8,Noblesville West Middle School,9,Noblesville High School,10,,40.02936,-86.06009
aAfPc0000019MldKAE,Courtyards of TowneRun,EPCON Communities,,Active,,,Oxford,2,2.50,2,2,1420,374900,5/28/2026,aAaPc000000diA0KAI,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Shamrock Springs Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.02155,-86.19552
aAf3x000001WXjRCAW,Cedar Ridge,Fischer Homes,,Active,,,Fairfax,4,2.50,2,2,2330,361990,5/25/2026,aAaPc00000065YRKAY,Non Active Adult,46052,Lebanon,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Central Elementary School,9,Lebanon Middle School,5,Lebanon Senior High School,9,,40.05570,-86.45563
aAfPc000001kkLpKAI,Colonnade,Drees Homes,,Active,,,SHELBURN,3,2.50,1,2,2294,521900,5/1/2026,aAaPc000000p7QqKAI,Non Active Adult,46055,Mccordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88541,-85.91438
aAfPc000001tIADKA2,Emerald Preserve,Fischer Homes,,Active,,,Cumberland,3,2.00,2,2,2439,358990,5/16/2026,aAaPc0000016SXTKA2,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69260,-85.99509
aAf3x000001QeGfCAK,Berry Chase,M/I Homes,,Active,,,Kensington,4,2.50,2,3,3382,482990,5/25/2026,aAaPc000000TWSJKA4,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Sugar Grove Elementary School,6,Center Grove Middle School North,8,Center Grove High School,10,,39.60149,-86.17949
aAf3x000001QeudCAC,Miles Farm/Tradition,D.R. Horton,"D.R. Horton, Inc.",Active,,,Muncie,3,2.00,1,2,1818,358900,5/19/2026,aAaPc000001K7j7KAC,Non Active Adult,46122,Danville,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Danville Community School Corp,Danville Middle School; South Elementary School,8; 7,Danville Middle School,8,Danville Community High School,8,,39.76422,-86.53935
aAf3x000001QbssCAC,Hidden Hills,Taylor Morrison,,Active,,,Legacy 1572,3,2.00,1,2,1572,348000,5/18/2026,aAaPc000000YRfZKAW,Non Active Adult,46167,Pittsboro,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,North West Hendricks Schools,Pittsboro Elementary; Pittsboro Primary School,9; 0,Tri-West Middle School,9,Tri-West Senior High School,9,,39.87140,-86.45638
aAf3x000001QeGfCAK,Berry Chase,M/I Homes,,Active,,,Kensington Basement,4,2.50,2,3,3382,552490,5/25/2026,aAaPc000000TWSHKA4,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Sugar Grove Elementary School,6,Center Grove Middle School North,8,Center Grove High School,10,,39.60149,-86.17949
aAfPc000001sStEKAU,Wild Air Trails,David Weekley Homes,,Upcoming,,,The Townsman,3,2.50,2,2,2153,,4/12/2026,aAaPc000001GAZ7KAO,Non Active Adult,46077,Zionsville,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Zionsville Community Schools,Stonegate Elementary; Zionsville West Middle School,8; 8,Zionsville West Middle School,8,Zionsville Community High School,10,,39.95740,-86.30281
aAf2T000001MbYBSA0,Waterfront of West Clay/Island,Shoopman Homes,,Active,,,Heron,4,2.50,1,3,3230,1049900,5/25/2026,aAa2T000000okiXSAQ,Non Active Adult,46077,Zionsville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Carmel Clay Schools,West Clay Elementary,9,Creekside Middle School,10,Carmel High School,10,,39.95694,-86.23909
aAf3x000001WTNDCA4,Silo Ridge/SF,M/I Homes,,Active,,,Ashton,2,2.00,1,2,1842,389990,5/13/2026,aAa3x000000ZlZECA0,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Fall Creek Intermediate School; Deer Creek Elementary,9; 7,Fall Creek Junior High,7,Hamilton Southeastern High School,10,,40.03510,-85.94254
aAf3x000001QYqPCAW,Auburn Ridge,M/I Homes,,Active,,,Cascade II,3,2.00,2,2,1963,403990,1/13/2026,aAaPc000000Mq2VKAS,Non Active Adult,46112,Brownsburg,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Brownsburg Community Sch Corp,White Lick Elementary School,8,Brownsburg West Middle School,8,Brownsburg High School,10,,39.83231,-86.42558
aAfPc000000reB2KAI,Clifton Trace,Lennar,,Active,,,Victoria,4,2.50,2,2,2169,299995,5/23/2026,aAaPc000000NCnOKAW,Non Active Adult,46235,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Lawrence Township,Winding Ridge Elementary School,3,Belzer Middle School,3,Lawrence Central High School,3,,39.83451,-85.96004
aAf3x000001QbssCAC,Hidden Hills,Taylor Morrison,,Active,,,Exclusives 3360,4,2.50,2,2,3360,454000,5/18/2026,aAaPc000000pZ4OKAU,Non Active Adult,46167,Pittsboro,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,North West Hendricks Schools,Pittsboro Elementary; Pittsboro Primary School,9; 0,Tri-West Middle School,9,Tri-West Senior High School,9,,39.87140,-86.45638
aAfPc0000016Bt3KAE,Union Woodlands,Lennar,,Active,,,3100,5,4.50,2,3,3037,729995,4/27/2026,aAaPc0000011be9KAA,Non Active Adult,46077,Zionsville,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Zionsville Community Schools,Zionsville Middle School; Union Elementary School,9; 8,Zionsville Middle School,9,Zionsville Community High School,10,,40.00931,-86.25374
aAf3x000001Qeu9CAC,Fields at Sugar Creek,D.R. Horton,"D.R. Horton, Inc.",Active,,,Cortland,4,3.00,1,2,2278,405900,5/8/2026,aAaPc000000CvYnKAK,Non Active Adult,46163,New Palestine,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,New Palestine Elementary School,8,New Palestine Jr High School,8,New Palestine High School,10,,39.72423,-85.89985
aAf3x000001WbpECAS,Preserve at Brookside,Bridgenorth Homes,,Active,,,McKinley,2,2.00,1,2,1931,405990,5/22/2026,aAaPc0000007LSjKAM,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91258,-85.92031
aAf3x000001WlFcCAK,Edgewood Farms,D.R. Horton,"D.R. Horton, Inc.",Active,,,Henley,5,3.00,2,2,2600,374900,5/9/2026,aAaPc000000Cf1dKAC,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68241,-86.00724
aAf3x000001WTNDCA4,Silo Ridge/SF,M/I Homes,,Active,,,Kensington Basement,4,2.50,2,3,3382,565490,5/13/2026,aAa3x000000ZlZTCA0,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Fall Creek Intermediate School; Deer Creek Elementary,9; 7,Fall Creek Junior High,7,Hamilton Southeastern High School,10,,40.03510,-85.94254
aAf3x000001WqpfCAC,Somerset West,Silverthorne Homes,Clayton Properties Group,Active,,,Arthur,4,2.50,2,0,2606,419995,4/25/2026,aAa3x000000YhtKCAS,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.04570,-86.17919
aAfPc000001gSKzKAM,Langdon Crossing,Arbor Homes,Clayton Properties Group,Active,,,Cooper,4,2.50,2,0,2813,352995,3/12/2026,aAaPc0000015fDyKAI,Non Active Adult,46030,Arcadia,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Heights School Corp,Hamilton Heights Middle School; Hamilton Heights Elementary School,8; 6,Hamilton Heights Middle School,8,Hamilton Heights High School,8,,40.16554,-86.02772
aAfPc000001hdC1KAI,Magnolia Ridge/Landings,Pulte Homes,PulteGroup Inc.,Active,,,Dakota,4,2.50,2,2,2644,419990,5/19/2026,aAaPc000000rIGXKA2,Non Active Adult,46062,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Noblesville Schools,Noble Crossing Elementary School,8,Noblesville West Middle School,9,Noblesville High School,10,,40.02936,-86.06009
aAfPc000000RV02KAG,Cyntheanne Woods,Taylor Morrison,,Active,,,Soho,3,2.50,2,2,2221,412000,5/2/2026,aAaPc0000009CuyKAE,Non Active Adult,46037,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.98344,-85.88072
aAf3x000001WbuhCAC,Fields at New Bethel,D.R. Horton,"D.R. Horton, Inc.",Active,,,Stamford,4,2.50,2,2,2346,347900,4/29/2026,aAaPc000000VPZ5KAO,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69345,-86.00195
aAfPc000001dVUrKAM,Helm's Mill,M/I Homes,,Active,,,Mackey II,2,2.00,1,2,1603,351990,5/25/2026,aAaPc000000vqQpKAI,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.92796,-85.88460
aAfPc000001dpN3KAI,Nickel Row,Onyx+East,,Active,,,Chatham,2,2.50,4,2,2190,579900,5/25/2026,aAaPc0000016wGrKAI,Non Active Adult,46038,Fischers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Riverside Intermediate School; Fishers Elementary School,10; 8,Riverside Jr High,8,Fishers High School,10,,39.95304,-86.02074
aAf3x000001QVVICA4,Carramore,Drees Homes,,Active,,,BELLEVILLE II,4,2.50,2,3,2972,591900,5/13/2026,aAaPc000000it1pKAA,Non Active Adult,46069,Sheridan,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.07796,-86.16111
aAfPc000001F5I9KAK,Parkview Village,D.R. Horton,"D.R. Horton, Inc.",Active,,,Dayton,5,3.50,2,3,3388,430900,4/23/2026,aAaPc000000oiqtKAA,Non Active Adult,46140,Cumberland,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,Sugar Creek Elementary School,6,New Palestine Jr High School,8,New Palestine High School,10,,39.77823,-85.93275
aAf3x000001QbsiCAC,Colonnade/Cornerstone Series,Taylor Morrison,,Active,,,Berkeley,3,2.50,2,2,2318,401000,5/23/2026,aAa3x000000ZoSyCAK,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.89076,-85.91252
aAfPc000000BqGDKA0,Colonnade/ Town Series,Taylor Morrison,,Active,,,Burg,4,3.50,3,2,2817,373000,5/23/2026,aAaPc0000002lfZKAQ,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.89157,-85.91249
aAf3x000001WTNDCA4,Silo Ridge/SF,M/I Homes,,Active,,,Drake Basement,4,2.50,2,3,2884,544490,5/13/2026,aAa3x000000ZlZLCA0,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Fall Creek Intermediate School; Deer Creek Elementary,9; 7,Fall Creek Junior High,7,Hamilton Southeastern High School,10,,40.03510,-85.94254
aAf3x000001WTZ6CAO,Sawyer Walk/Villas,M/I Homes,,Active,,,Villa Series - Dimora,2,2.50,1,2,1716,333990,5/29/2026,aAaPc0000001cuTKAQ,Non Active Adult,46106,Bargersville,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Maple Grove Elementary School,8,Center Grove Middle School Central,8,Center Grove High School,10,,39.52297,-86.17236
aAf3x000001WrTwCAK,Westwind at Cumberland,Arbor Homes,Clayton Properties Group,Active,,,Aspen II,4,2.50,2,2,2176,293995,5/25/2026,aAa3x000000YeeACAS,Non Active Adult,46131,Franklin,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Community School Corp,Custer Baker Intermediate School; Creekside Elementary School,7; 6,Franklin Community Middle School,7,Franklin Community High School,6,,39.49405,-86.08407
aAf3x000001Qeu9CAC,Fields at Sugar Creek,D.R. Horton,"D.R. Horton, Inc.",Active,,,Dayton,5,3.50,2,3,3388,454900,5/8/2026,aAaPc000000olD0KAI,Non Active Adult,46163,New Palestine,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,New Palestine Elementary School,8,New Palestine Jr High School,8,New Palestine High School,10,,39.72423,-85.89985
aAfPc000000reB2KAI,Clifton Trace,Lennar,,Active,,,Hansom,4,2.50,2,2,1794,289995,5/23/2026,aAaPc000000NCnMKAW,Non Active Adult,46235,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Lawrence Township,Winding Ridge Elementary School,3,Belzer Middle School,3,Lawrence Central High School,3,,39.83451,-85.96004
aAf3x000001WrROCA0,Wood Preserve,Arbor Homes,Clayton Properties Group,Active,,,Aspen II,4,2.50,2,2,2176,282995,5/28/2026,aAa3x000000YgNxCAK,Non Active Adult,46181,Trafalgar,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Nineveh-Hensley-Jackson United,Indian Creek Intermediate School; Indian Creek Elementary School,7; 0,Indian Creek Middle School,7,Indian Creek Sr High School,6,,39.41924,-86.15678
aAfPc000001RqDMKA0,Rockport,M/I Homes,,Active,,,Kensington,4,2.50,2,3,3382,516990,5/22/2026,aAaPc000000hE3DKAU,Non Active Adult,46055,Vernon,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91552,-85.92644
aAf3x000001YafaCAC,Heron Creek,Arbor Homes,Clayton Properties Group,Active,,,Cooper,4,2.50,2,0,2813,338995,5/10/2026,aAa3x000000gaIpCAI,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,Mt Comfort Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.80734,-85.92481
