Project Universal ID,Project Name,Builders,Parent Builder,Status,Master Plan Name,Master Plan Developer Name,Plan Name,Bedrooms,Bathrooms,Floors,Garages,Unit Size,List Price,Last Update Date,Plan Universal ID,Active Adult,ZIP Code,City,County,County Code,CBSA,CBSA Code,State,School District,School Attendance Zone (Elementary),School Ratings (Elementary),School Attendance Zone (Middle),School Ratings (Middle),School Attendance Zone (High),School Ratings (High),Boundary Names,Latitude,Longitude
aAfPc000000reB7KAI,Abbott Commons/Heritage,Lennar,,Active,,,Milford,4,3.50,2,3,2784,490995,5/28/2026,aAaPc000000TWRXKA4,Non Active Adult,46037,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.98846,-85.89194
aAf3x000001WoIZCA0,Bonterra/ TH,M/I Homes,,Active,,,T1778,2,2.50,2,2,1778,354900,5/13/2026,aAa3x000000ZeDBCA0,Non Active Adult,46062,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Washington Woods Elementary School,9; 7,Westfield Middle School,9,Westfield High School,10,,40.04310,-86.09604
aAfPc000001tIADKA2,Emerald Preserve,Fischer Homes,,Active,,,Blair,4,2.00,2,2,3029,481990,5/16/2026,aAaPc0000016SXVKA2,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69260,-85.99509
aAf2T000001UM5RSAW,Bluffs at Youngs Creek,Arbor Homes,Clayton Properties Group,Active,,,Ironwood,3,2.50,2,2,1968,291995,3/31/2026,aAa3x000000YjnhCAC,Non Active Adult,46131,Franklin,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Community School Corp,Custer Baker Intermediate School; Creekside Elementary School,7; 6,Franklin Community Middle School,7,Franklin Community High School,6,,39.46475,-86.06519
aAf3x000001Qd2HCAS,Brunson's Landing,D.R. Horton,"D.R. Horton, Inc.",Active,,,Lyndhurst,4,2.50,2,2,2904,354900,5/8/2026,aAaPc0000019di4KAA,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,Greenfield Intermediate School; Weston Elementary School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.80169,-85.78519
aAf3x000001WqpfCAC,Somerset West,Silverthorne Homes,Clayton Properties Group,Active,,,Eisenhower,3,2.00,1,2,1801,375995,4/25/2026,aAaPc000000mDFtKAM,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.04570,-86.17919
aAfPc000001LQesKAG,Easton/Southern,Lennar,,Active,,,Sullivan,3,3.00,1,3,2550,491995,5/28/2026,aAaPc000000elIGKAY,Active Adult,46123,Avon,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,River Birch Elementary; Avon Intermediate School East,8; 6,Avon Middle School North,10,Avon High School,10,,39.76793,-86.43780
aAfPc000001gMOrKAM,Midelton/Arrival,Arbor Homes,Clayton Properties Group,Active,,,Gladstone,3,2.50,3,2,2186,269995,5/7/2026,aAaPc000001E0bqKAC,Non Active Adult,46235,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Lawrence Township,Winding Ridge Elementary School,3,Belzer Middle School,3,Lawrence Central High School,3,,39.84089,-85.96899
aAfPc000001kkLpKAI,Colonnade,Drees Homes,,Active,,,PARKETTE,3,3.00,1,3,2284,549900,5/1/2026,aAaPc000000p7QpKAI,Non Active Adult,46055,Mccordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88541,-85.91438
aAf3x000001Wf1qCAC,Williams Run,Joyner Homes,,Active,,,Cypress,2,2.00,1,3,1881,310900,4/27/2026,aAa3x000000UJHXCA4,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,J B Stephens Elementary School; Maxwell Intermediate School,8; 6,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.80744,-85.74553
aAf3x000001WgrLCAS,Northwood Haven,Arbor Homes,Clayton Properties Group,Active,,,Bradford,3,2.00,1,0,1613,295995,5/28/2026,aAa3x000000UQk2CAG,Non Active Adult,46122,Danville,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Danville Community School Corp,Danville Middle School; South Elementary School,8; 7,Danville Middle School,8,Danville Community High School,8,,39.77638,-86.49500
aAf3x000001WoRWCA0,Hickory Run,M/I Homes,,Active,,,Findlay,3,2.50,2,2,2315,340990,5/18/2026,aAa3x000000ZaBcCAK,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68048,-85.99215
aAf3x000001WVDTCA4,Townes at Kennedy-King,Onyx+East,,Active,,,Truxton,3,3.50,3,2,1688,374900,5/15/2026,aAa3x000000TyxxCAC,Non Active Adult,46202,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Indianapolis Public Schools,Thomas D. Gregg School 15; Brookside School 54,4; 4,Arlington Community Middle School,5,Arsenal Technical High School; George Washington Community High School...,1; 1,,39.79697,-86.14422
aAf3x000001QeGfCAK,Berry Chase,M/I Homes,,Active,,,Kentmore Basement,3,2.50,2,2,2070,488490,5/26/2026,aAaPc000000TWSIKA4,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Sugar Grove Elementary School,6,Center Grove Middle School North,8,Center Grove High School,10,,39.60149,-86.17949
aAf3x000001QYOLCA4,Trescott Overlook,Drees Homes,,Active,,,CRESTVIEW,5,3.00,2,3,2929,510900,5/18/2026,aAaPc000000aveoKAA,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Plainfield Community Sch Corp,Clarks Creek Elementary,5,Plainfield Com Middle School,8,Plainfield High School,9,,39.67444,-86.40719
aAf3x000001WTNDCA4,Silo Ridge/SF,M/I Homes,,Active,,,Irvington,3,2.50,2,2,2002,391990,5/13/2026,aAa3x000000ZlZSCA0,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Fall Creek Intermediate School; Deer Creek Elementary,9; 7,Fall Creek Junior High,7,Hamilton Southeastern High School,10,,40.03510,-85.94254
aAfPc000000iAOuKAM,Retreat at Morse,Beazer Homes,,Active,,,Vienna,3,2.00,2,2,2302,379990,5/29/2026,aAaPc00000123QKKAY,Non Active Adult,46062,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Noblesville Schools,Hinkle Creek Elementary School,8,Noblesville West Middle School,9,Noblesville High School,10,,40.07285,-86.03676
aAf2T000001ULX7SAO,Mt Vernon North,D.R. Horton,"D.R. Horton, Inc.",Active,,,Aria II,3,2.00,1,2,1601,332900,4/25/2026,aAaPc0000019dhvKAA,Non Active Adult,46040,Fortville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,Fortville Elementary School,7,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91192,-85.84315
aAfPc0000012lQTKAY,Liberty Junction/ TH,Drees Homes,,Upcoming,,,Delmore,3,2.50,2,2,1818,300000,5/26/2026,aAaPc000001LGpBKAW,Non Active Adult,46112,Brownsburg,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Brownsburg Community Sch Corp,White Lick Elementary School,8,Brownsburg West Middle School,8,Brownsburg High School,10,,39.80694,-86.36333
aAf3x000001WTYFCA4,Brighton Knoll,Fischer Homes,,Active,,,Avery,4,2.00,2,2,2535,510990,4/14/2026,aAaPc0000007F3rKAE,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenwood Community Sch Corp,Westwood Elementary School,7,Greenwood Middle School,7,Greenwood Community High School,6,,39.59754,-86.13526
aAfPc000001cqD8KAI,Northwest Fortville/Ph 2,Ryan Homes,NVR Inc.,Active,,,Ballenger with Finished Lower Rec Room,4,2.50,2,2,2737,399990,3/25/2026,aAaPc000001DxcnKAC,Non Active Adult,46040,Fortville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,Fortville Elementary School,7,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.94162,-85.86027
aAfPc000001FPdRKAW,Parkrose/Paired,Fischer Homes,,Active,,,Wembley,2,1.50,1,2,1247,232990,5/28/2026,aAaPc000000TuejKAC,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,Weston Elementary School; Greenfield Intermediate School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.77213,-85.78301
aAfPc000001FoAPKA0,Copperleaf at Finch Creek,Lennar,,Active,,,Ironwood,5,3.00,2,2,2460,435995,5/25/2026,aAaPc000000kRQfKAM,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Deer Creek Elementary,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,40.02172,-85.93493
aAf2T000001MjgESAS,Grant's Corner/SF,Olthof Homes,,Active,,,Aspen,4,2.50,2,2,2353,370014,4/15/2026,aAaPc000000GlXdKAK,Non Active Adult,46229,Indianapolis,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,Sugar Creek Elementary School,6,New Palestine Jr High School,8,New Palestine High School,10,,39.77767,-85.93498
aAf3x000001QbsnCAC,Quail West,Taylor Morrison,,Active,,,Courtyard 1752,3,2.00,1,2,1752,305990,5/1/2026,aAa3x000000ZpU8CAK,Non Active Adult,46122,Danville,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Danville Community School Corp,Danville Middle School; South Elementary School,8; 7,Danville Middle School,8,Danville Community High School,8,,39.76581,-86.48512
aAf2T000001ULX7SAO,Mt Vernon North,D.R. Horton,"D.R. Horton, Inc.",Active,,,Cortland,4,3.00,1,3,2278,389900,4/25/2026,aAaPc000000olCzKAI,Non Active Adult,46040,Fortville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,Fortville Elementary School,7,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91192,-85.84315
aAf3x000001QNelCAG,Hampton Walk/ Maple and Designer,Fischer Homes,,Active,,,Calvin,3,2.00,1,2,2069,424990,5/13/2026,aAa3x000000ZrvtCAC,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88787,-85.91986
aAf3x000001WYwxCAG,Woodfield Pointe,Arbor Homes,Clayton Properties Group,Active,,,Cooper,4,2.50,2,0,2813,315995,5/15/2026,aAa3x000000YfjtCAC,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,Weston Elementary School; Greenfield Intermediate School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.78944,-85.81685
aAfPc000001FoAPKA0,Copperleaf at Finch Creek,Lennar,,Active,,,Valencia,5,3.50,2,3,3054,474995,5/25/2026,aAaPc000000kRQdKAM,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Deer Creek Elementary,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,40.02172,-85.93493
aAf3x000001WTNDCA4,Silo Ridge/SF,M/I Homes,,Active,,,Kensington,4,2.50,2,3,3382,484990,5/13/2026,aAa3x000000ZlZUCA0,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Fall Creek Intermediate School; Deer Creek Elementary,9; 7,Fall Creek Junior High,7,Hamilton Southeastern High School,10,,40.03510,-85.94254
aAf3x000001QbssCAC,Hidden Hills,Taylor Morrison,,Active,,,Legacy 3536,4,2.50,2,2,3536,404000,5/18/2026,aAaPc000000LAIvKAO,Non Active Adult,46167,Pittsboro,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,North West Hendricks Schools,Pittsboro Elementary; Pittsboro Primary School,9; 0,Tri-West Middle School,9,Tri-West Senior High School,9,,39.87140,-86.45638
aAf3x000001QWY8CAO,Scottsdale Estates,Silverthorne Homes,Clayton Properties Group,Active,,,Monroe,4,2.50,2,2,3310,436995,3/24/2026,aAa3x000000ZasgCAC,Non Active Adult,46143,Bargersville,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Sugar Grove Elementary School,6,Center Grove Middle School North,8,Center Grove High School,10,,39.59260,-86.13997
aAf3x000001Qev2CAC,Centre Place/Tradition,D.R. Horton,"D.R. Horton, Inc.",Active,,,Stamford,4,2.50,2,2,2346,352900,5/29/2026,aAaPc000000a5JKKAY,Non Active Adult,46069,Sheridan,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Sheridan Community Schools,Sheridan Elementary School,7,Sheridan Middle School,8,Sheridan High School,8,,40.14310,-86.21876
aAfPc000000WBoLKAW,Sagebriar/Discovery,Del Webb,PulteGroup Inc.,Active,,,Vista,2,2.00,1,2,1622,339990,4/16/2026,aAaPc000000VSsrKAG,Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Clark-Pleasant Com School Corp,Clark Elementary School,6,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.62684,-86.04309
aAfPc000001ITarKAG,Lindley Ridge at Chatham Hills,Fischer Homes,,Active,,,Wheatland,4,3.00,2,3,4628,1220990,3/17/2026,aAaPc000000V3ZVKA0,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.09149,-86.13268
aAfPc000000CAtFKAW,Kingsbridge Venture,Lennar,,Active,,,Paddington,5,3.50,2,3,3020,421995,4/29/2026,aAaPc000001IHg9KAG,Non Active Adult,46131,Franklin,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Community School Corp,Custer Baker Intermediate School; Creekside Elementary School,7; 6,Franklin Community Middle School,7,Franklin Community High School,6,,39.53148,-86.08285
aAfPc000001L2HZKA0,Reserve (The),Taylor Morrison,,Active,,,Courtyard 1586,2,2.00,1,2,1586,255000,5/12/2026,aAaPc000000r9DaKAI,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Warren Township,Creston Middle School; Grassy Creek Elementary School,4; 3,Creston Middle School,4,Warren Central High School,2,,39.75405,-85.97066
aAf3x000001WqBjCAK,Trailside/TH,M/I Homes,,Active,,,T1800,2,2.50,3,2,1884,311990,5/16/2026,aAaPc0000003moqKAA,Non Active Adult,46112,Brownsburg,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Brownsburg Community Sch Corp,White Lick Elementary School,8,Brownsburg West Middle School,8,Brownsburg High School,10,,39.81316,-86.40060
aAf3x000001Qd2HCAS,Brunson's Landing,D.R. Horton,"D.R. Horton, Inc.",Active,,,Chatham,4,2.00,1,2,1771,305900,5/8/2026,aAaPc00000065YyKAI,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,Greenfield Intermediate School; Weston Elementary School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.80169,-85.78519
aAfPc000000dqrZKAQ,Timbers Venture,Lennar,,Active,,,Kingston,5,3.00,2,2,2736,439995,5/25/2026,aAaPc000000CUFLKA4,Non Active Adult,46062,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Noblesville Schools,Hinkle Creek Elementary School,8,Noblesville West Middle School,9,Noblesville High School,10,,40.06832,-86.06257
aAf3x000001WVDTCA4,Townes at Kennedy-King,Onyx+East,,Active,,,Truxton Terrace,2,2.50,3,2,1536,374900,5/15/2026,aAa3x000000Tyy2CAC,Non Active Adult,46202,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Indianapolis Public Schools,Thomas D. Gregg School 15; Brookside School 54,4; 4,Arlington Community Middle School,5,Arsenal Technical High School; George Washington Community High School...,1; 1,,39.79697,-86.14422
aAf3x000001YgExCAK,Courtyards of Westfield,EPCON Communities,,Active,,,Promenade Craftsman,2,2.00,1,2,2053,506900,5/5/2026,aAaPc000000qpmlKAA,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Shamrock Springs Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.00465,-86.20697
aAf3x000001WjZmCAK,Monon Corner/Arbor,Arbor Homes,Clayton Properties Group,Active,,,Palmetto,4,2.50,2,2,2580,411995,5/10/2026,aAa3x000000YimgCAC,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.08126,-86.16478
aAfPc000001kkLpKAI,Colonnade,Drees Homes,,Active,,,LYNDHURST,3,2.50,1,2,2392,547900,5/1/2026,aAaPc000000p7QoKAI,Non Active Adult,46055,Mccordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88541,-85.91438
aAfPc000001fCsvKAE,Courtyards of Cielo Ranch,EPCON Communities,,Active,,,Verona,3,3.00,1,2,2114,788345,4/25/2026,aAaPc0000013NVsKAM,Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Oak Trace Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.02250,-86.13990
aAf3x000001QfKWCA0,Colonnade Estates,Beazer Homes,,Active,,,Charleston,2,2.50,1,3,2214,459990,5/1/2026,aAa3x000000ZxvACAS,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88600,-85.90997
aAfPc000001RqDMKA0,Rockport,M/I Homes,,Active,,,Kentmore,3,2.50,2,2,2070,436990,5/22/2026,aAaPc000000hE3MKAU,Non Active Adult,46055,Vernon,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91552,-85.92644
aAfPc000001L7hTKAS,Beyers Estates/Venture,Lennar,,Active,,,Kingston,5,3.00,2,2,2736,385995,5/29/2026,aAaPc000000jXhNKAU,Non Active Adult,46040,Fortville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,Fortville Elementary School,7,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91139,-85.83463
aAfPc000001hdAPKAY,Magnolia Ridge/Designer,Pulte Homes,PulteGroup Inc.,Active,,,Palmary,2,2.00,1,2,1892,413990,5/15/2026,aAaPc000000NjUHKA0,Non Active Adult,46062,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Noblesville Schools,Noble Crossing Elementary School,8,Noblesville West Middle School,9,Noblesville High School,10,,40.02936,-86.06009
aAfPc000001iOMMKA2,Bridle Oaks South,Arbor Homes,Clayton Properties Group,Active,,,Aspen II,4,2.50,2,2,2176,329995,5/28/2026,aAaPc0000018eTDKAY,Non Active Adult,46075,Whitestown,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Perry Worth Elementary School,6,Lebanon Middle School,5,Lebanon Senior High School,9,,39.98791,-86.34573
aAf3x000001WrROCA0,Wood Preserve,Arbor Homes,Clayton Properties Group,Active,,,Empress,5,2.50,2,2,3198,311995,5/28/2026,aAa3x000000Yfk1CAC,Non Active Adult,46181,Trafalgar,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Nineveh-Hensley-Jackson United,Indian Creek Intermediate School; Indian Creek Elementary School,7; 0,Indian Creek Middle School,7,Indian Creek Sr High School,6,,39.41924,-86.15678
aAfPc000001iOMMKA2,Bridle Oaks South,Arbor Homes,Clayton Properties Group,Active,,,Norway,5,2.50,2,2,2961,358995,5/28/2026,aAaPc0000018eT7KAI,Non Active Adult,46075,Whitestown,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Perry Worth Elementary School,6,Lebanon Middle School,5,Lebanon Senior High School,9,,39.98791,-86.34573
aAf3x000001QeudCAC,Miles Farm/Tradition,D.R. Horton,"D.R. Horton, Inc.",Active,,,Cortland,4,3.00,1,3,2278,400900,5/19/2026,aAaPc000000MksDKAS,Non Active Adult,46122,Danville,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Danville Community School Corp,Danville Middle School; South Elementary School,8; 7,Danville Middle School,8,Danville Community High School,8,,39.76422,-86.53935
aAf3x000001QLLnCAO,Meadows at Belleview,D.R. Horton,"D.R. Horton, Inc.",Active,,,Lyndhurst,4,2.50,2,2,2904,434900,4/1/2026,aAaPc0000019diIKAQ,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Pleasant Grove Elementary School,8,Center Grove Middle School North,8,Center Grove High School,10,,39.59582,-86.21492
aAfPc000001tIADKA2,Emerald Preserve,Fischer Homes,,Active,,,Danville,3,2.50,2,2,1740,337990,5/16/2026,aAaPc0000016SXNKA2,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69260,-85.99509
aAf2T000000sgDhSAI,Lancaster/Townhomes,Pulte Homes,PulteGroup Inc.,Active,,,Ashton,3,2.50,2,2,1858,320000,5/22/2026,aAa3x000000gtHcCAI,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.05728,-86.17071
aAfPc000000wZdJKAU,Talon Woods/TH,Olthof Homes,,Active,,,Wren,3,2.50,2,2,1647,333210,5/21/2026,aAaPc000000MMQ5KAO,Non Active Adult,46112,Brownsburg,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Brownsburg Community Sch Corp,,,Brownsburg East Middle School,9,Brownsburg High School,10,,39.81958,-86.37191
aAf3x000001WYwxCAG,Woodfield Pointe,Arbor Homes,Clayton Properties Group,Active,,,Bradford,3,2.00,1,0,1613,258995,5/15/2026,aAa3x000000YfjwCAC,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,Weston Elementary School; Greenfield Intermediate School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.78944,-85.81685
aAf3x000001QNelCAG,Hampton Walk/ Maple and Designer,Fischer Homes,,Active,,,Carrington,4,2.50,2,2,3517,470990,5/13/2026,aAaPc000000raVpKAI,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88787,-85.91986
aAf3x000001QNemCAG,The Cove,Fischer Homes,,Active,,,Olive,3,2.50,1,2,2417,459990,4/30/2026,aAaPc000000QulWKAS,Non Active Adult,46040,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.96309,-85.89215
aAfPc000000nGvHKAU,Grayson,M/I Homes,,Active,,,Sawyer,3,2.50,2,2,1957,313990,5/16/2026,aAaPc000000LJBAKA4,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.71021,-86.03761
aAf3x000001WqBjCAK,Trailside/TH,M/I Homes,,Active,,,T1600,2,2.50,3,2,1716,290990,5/16/2026,aAaPc0000003mopKAA,Non Active Adult,46112,Brownsburg,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Brownsburg Community Sch Corp,White Lick Elementary School,8,Brownsburg West Middle School,8,Brownsburg High School,10,,39.81316,-86.40060
aAfPc000001qNZjKAM,Darlington Villas/Arbor,Arbor Homes,Clayton Properties Group,Active,,,Empress,5,2.50,2,2,3198,325995,5/25/2026,aAaPc000001BHBjKAO,Non Active Adult,46147,Jamestown,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Western Boone County Com Sch District,,,Western Boone Jr-Sr High School,6,Western Boone Jr-Sr High School,6,,39.93518,-86.62913
aAf3x000001QeudCAC,Miles Farm/Tradition,D.R. Horton,"D.R. Horton, Inc.",Active,,,Stamford,4,2.50,2,2,2346,357900,5/19/2026,aAaPc000000We0jKAC,Non Active Adult,46122,Danville,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Danville Community School Corp,Danville Middle School; South Elementary School,8; 7,Danville Middle School,8,Danville Community High School,8,,39.76422,-86.53935
aAfPc000001q6buKAA,Montelena,M/I Homes,,Upcoming,,,T1500 II Plan,2,3.50,3,2,1605,299990,4/28/2026,aAaPc000001EKHdKAO,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Noblesville Schools,Promise Road Elementary,7,Noblesville Middle School,8,Noblesville High School,10,,40.01439,-85.96833
aAf3x000001WeIxCAK,Silver Stream,Arbor Homes,Clayton Properties Group,Active,,,Ashton,3,2.00,1,2,1354,244995,5/21/2026,aAa3x000000UEQJCA4,Non Active Adult,46235,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Lawrence Township,Indian Creek Elementary School,4,Fall Creek Valley Middle School,5,Lawrence North High School,5,,39.84161,-85.98043
